DataProvider, AccessionNumber, SpecimenType, TypeStatus, Exsiccata, Flags, Notes, SpecimenLinks, DuplicatesAt, OtherCatalogNumbers, AssignedReferenceNumbers, TaxonName_C1, Determiner_C1, DeterminersRefNo_C1, IdentificationType_C1, IdentificationDateISO_C1, IdentifiersNote_C1, PreferredName_C1, VernacularName_C1, PartAffected_C1, Substrate_C1, AssociationType_C1, Association_C1, PreviousIdentifications_C1, TaxonName_C2, Determiner_C2, DeterminersRefNo_C2, IdentificationType_C2, IdentificationDateISO_C2, IdentifiersNote_C2, PreferredName_C2, VernacularName_C2, PartAffected_C2, Substrate_C2, AssociationType_C2, Association_C2, PreviousIdentifications_C2, OtherComponents, Contributor, ContributorRefNo, Isolator, IsolationDate, ReceivedFrom, ReceivedDate, SpecimenEvents, Country_CE1, VerbatimCountry_CE1, LandDistrict_CE1, NZAreaCode_CE1, EcologicalDistrict_CE1, Locality_CE1, Collector_CE1, CollectionDate_CE1, CollectionDateISO_CE1, Habitat_CE1, MicroHabitat_CE1, Altitude_CE1, LocalHeight_CE1, GeoReference_CE1, DecimalLatitude_CE1, DecimalLongitude_CE1, Abundance_CE1, Method_CE1, Keywords_CE1, Context_CE1, Country_CE2, VerbatimCountry_CE2, LandDistrict_CE2, NZAreaCode_CE2, EcologicalDistrict_CE2, Locality_CE2, Collector_CE2, CollectionDate_CE2, CollectionDateISO_CE2, Habitat_CE2, MicroHabitat_CE2, Altitude_CE2, LocalHeight_CE2, GeoReference_CE2, DecimalLatitude_CE2, DecimalLongitude_CE2, Abundance_CE2, Method_CE2, Keywords_CE2, Context_CE2, OtherCollectionEvents, SpecimenId, DataAccessLevel, IsDeaccessioned
"International Collection Of Micro-organisms","ICMP 22017","Fungal Culture","","","MPI: Restricted Culture; Price Category: Category 1","Characterised as: Sequencing of ITS and LSU gene.; Other Details: This is a new record for New Zealand. The organism has been reported from Australia as a turf pathogen and as a root growth promoter from USA.","","","","","Phialocephala bamuru P.T.W. Wong & C. Dong 2015","B. Weir","","Determination","2016-03-20","","Phialocephala bamuru P.T.W. Wong & C. Dong","","","","","","",,,,,,,,,,,,,,"","M. Toome","T16-01152",,,,,"","New Zealand","","","","","Auckland","","","","","","","","","","","","","","Unknown",,,,,,,,,,,,,,,,,,,,,"","B2352313-6EA9-424B-97A5-2A6754E164FC","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 17444","Fungal Culture","","","Price Category: Category 1","","","","","","Cylindrocarpon macrodidymum Schroers, Halleen & Crous","","","Determination","","C. macrodidymum sensu lato, needs reassessing in the sense of Cabral et al., Fungal Biology 116: 62-80, 2012.","Dactylonectria macrodidyma (Halleen, Schroers & Crous) L. Lombard & Crous 2014","","","","isolated from","isolated from Vitis riparia/gloire","TaxonName: Cylindrocarpon macrodidymum","Vitis riparia/gloire","","","Determination","","","Vitis riparia Michx.","grapevine","rootstock","","","","","","MAF IDC","","","2005-04-01",,,"Via, actioned by J. Pay on 2005-04-01; Ex, actioned by C. Bleach on 2005-04-01","New Zealand","New Zealand","","Marlborough","","[Unknown]","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","5875281C-9557-4A22-B75B-FADEAA04DA57","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 17448","Chromist Culture","","","Price Category: Category 1","Characterised as: ITS sequence is identical Phytophthora sp. Sterile A (ICMP17430)","","","","","Phytophthora de Bary","","","Determination","","","Phytophthora de Bary 1876 [1875]","","","","isolated from","isolated from Brachyglottis huntii","TaxonName: Phytophthora sp.","Brachyglottis huntii","","","Determination","","","Brachyglottis huntii (F.Muell.) B.Nord.","rautini","roots","","","","","","R.E. Beever","322-52","","2008-01-25",,,"","New Zealand","New Zealand","","Taupo","","Taupo Native Plant Nursery, Taupo","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","C6A254FF-7B40-43C2-A6D6-C716C6100177","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 7312","Chromist Culture","","","MPI: Restricted Culture; Price Category: Category 2","","","","","PDDCC: PDDCC 7312","Phytophthora megasperma f.sp. medicaginis T.L. Kuan & Erwin","","","Determination","","","Phytophthora medicaginis E.M. Hansen & D.P. Maxwell 1991","","","","isolated from","isolated from Medicago sativa L.","TaxonName: Phytophthora megasperma Drechsler f. sp. medicaginis","Medicago sativa L.","","","Determination","","","Medicago sativa L.","lucerne, alfalfa","root","","","","","","B.T. Hawthorne","196",,,,,"Via, actioned by D.C. Erwin on ","United States","USA","","","","[Unknown]","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","2F76EC53-2D47-4A61-A565-1E79F6F6A1FD","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 7311","Chromist Culture","","","Price Category: Category 1","","","","","PDDCC: PDDCC 7311","Pythium vanterpoolii V. Kouyeas & H. Kouyeas","","","Determination","","","Pythium vanterpoolii V. Kouyeas & H. Kouyeas 1963","","root","Turf","","","TaxonName: Pythium vanterpoolii",,,,,,,,,,,,,,"","G.I. Robertson","T7147","","1976-07-01",,,"Ex, actioned by M.J. Christensen on 1976-07-01","New Zealand","New Zealand","","","","[Unknown]","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","17E1B942-F647-417C-8F36-2B3A5C69E83C","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 7313","Chromist Culture","","","MPI: Restricted Culture; Price Category: Category 2","","","","","PDDCC: PDDCC 7313","Phytophthora megasperma f.sp. medicaginis T.L. Kuan & Erwin","","","Determination","","","Phytophthora medicaginis E.M. Hansen & D.P. Maxwell 1991","","","","isolated from","isolated from Medicago sativa L.","TaxonName: Phytophthora megasperma f.sp. medicaginis","Medicago sativa L.","","","Determination","","","Medicago sativa L.","lucerne, alfalfa","root","","","","","","B.T. Hawthorne","197",,,,,"Via, actioned by D.C. Erwin on ","United States","USA","","","","[Unknown]","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","44FDD203-7BBF-479E-8878-A7C011389FB9","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 17046","Chromist Culture","","","Price Category: Category 1","Other Details: isolated from soil/root sample (Hill)","","","","","Phytophthora citricola Sawada","C.F. Hill","","Determination","","","Phytophthora citricola Sawada 1927","","","","isolated from","isolated from Ficus rubiginosa","TaxonName: Phytophthora citricola","Ficus rubiginosa","","","Determination","","","Ficus rubiginosa Vent.","","crown","","","","","","C.F. Hill","09/2007/1727","","2007-06-01",,,"","New Zealand","New Zealand","","Auckland","","Greenlane","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","185E8700-1893-4D60-9E9D-D6B6BDEC47A2","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 6935","Bacterial Culture","","","MPI: Restricted Culture; Price Category: Category 2","Characterised as: Biotype A4a","","","ICPB EA217","PDDCC: PDDCC 6935","Serratia marcescens Bizio 1823","","","Determination","","","Serratia marcescens Bizio","","","","isolated from","isolated from Medicago sativa L.","TaxonName: Serratia marcescens","Medicago sativa L.","","","Determination","","","Medicago sativa L.","lucerne, alfalfa cv. Cherokee","roots, crown","","","","","","F.L. Lukezic","E3","","1971-06-01",,,"","United States","USA","","","","[Unknown]","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","BBEAB06B-6D63-4C51-9A76-29E829A410E4","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 12131","Fungal Culture","","","Price Category: Category 1","","","","","","Gibberella baccata (Wallr.) Sacc.","","","Determination","","","Fusarium lateritium Nees 1816-17","","","","isolated from","isolated from Prunus persica (L.) Batsch","TaxonName: Gibberella baccata","Prunus persica (L.) Batsch","","","Determination","","","Prunus persica (L.) Batsch","peach cv. Golden Queen","roots & crown","","","","","","P.G. Broadhurst","","","1994-08-01",,,"Ex, actioned by G. Tate on 1994-08-01","New Zealand","New Zealand","","Hawkes Bay","","Hawkes Bay","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","F3B40CD6-1A26-4C43-8281-D94F84E634E3","Public","",
"International Collection Of Micro-organisms","ICMP 17217","Fungal Culture","","","Price Category: Category 1","","","","NRRL 45933","","Fusarium oxysporum Schltdl.","","","Determination","","","Fusarium oxysporum Schltdl.","","","","isolated from","isolated from Cotula ","TaxonName: Fusarium oxysporum","Cotula ","","","Determination","","","Cotula","cotula (turf)","root","","","","","","P.R. Johnston","","","1990-03-01",,,"Via, actioned by M. Cromey on 1990-03-01; Ex, actioned by P. Broadhurst on 1990-03-01","New Zealand","New Zealand","","Auckland","","Devonport","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","E2A31854-EF18-4C6A-9459-BCA4E01BF09B","Public","",
"International Collection Of Micro-organisms","ICMP 17214","Fungal Culture","","","Price Category: Category 1","","","","NRRL 45930","","Fusarium oxysporum Schltdl.","","","Determination","","","Fusarium oxysporum Schltdl.","","","","isolated from","isolated from Cotula ","TaxonName: Fusarium oxysporum","Cotula ","","","Determination","","","Cotula","cotula (turf)","root","","","","","","P.R. Johnston","","","1989-12-01",,,"Via, actioned by M. Cromey on 1989-12-01; Ex, actioned by P. Broadhurst on 1989-12-01","New Zealand","New Zealand","","Northland","","Waipu","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","6171A549-1E23-4B63-83FA-C21A801E3048","Public","",
"International Collection Of Micro-organisms","ICMP 17213","Fungal Culture","","","Price Category: Category 1","","","","NRRL 45929","","Fusarium oxysporum Schltdl.","","","Determination","","","Fusarium oxysporum Schltdl.","","","","isolated from","isolated from Cotula","TaxonName: Fusarium oxysporum","Cotula","","","Determination","","","Cotula","cotula (turf)","root","","","","","","P.R. Johnston","","","1989-12-01",,,"Via, actioned by M. Cromey on 1989-12-01; Ex, actioned by P. Broadhurst on 1989-12-01","New Zealand","New Zealand","","Auckland","","Waipu","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","E565D5FE-9816-4C58-B7B5-5BD230B616FC","Public","",
"International Collection Of Micro-organisms","ICMP 17212","Fungal Culture","","","Price Category: Category 1","","","","NRRL 45928","","Fusarium oxysporum Schltdl.","","","Determination","","","Fusarium oxysporum Schltdl.","","","","isolated from","isolated from Cordyline sp.","TaxonName: Fusarium oxysporum","Cordyline sp.","","","Determination","","","Cordyline","cabbage tree","root","","","","","","P.R. Johnston","","","1989-06-01",,,"Via, actioned by M. Cromey on 1989-06-01; Ex, actioned by P. Broadhurst on 1989-06-01","New Zealand","New Zealand","","Auckland","","Redvale","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","907DE931-20C7-4C21-A11A-AE90587E53EB","Public","",
"International Collection Of Micro-organisms","ICMP 17227","Fungal Culture","","","Price Category: Category 1","","","","NRRL 45945","","Fusarium oxysporum Schltdl.","","","Determination","","","Fusarium oxysporum Schltdl.","","","","isolated from","isolated from Cotula ","TaxonName: Fusarium oxysporum","Cotula ","","","Determination","","","Cotula","cotula (turf)","root","","","","","","P.R. Johnston","","","1991-01-01",,,"Via, actioned by M. Cromey on 1991-01-01; Ex, actioned by P. Broadhurst on 1991-01-01","New Zealand","New Zealand","","","","","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","0B5E10E9-86B2-460E-8E30-13E867116D6A","Public","",
"International Collection Of Micro-organisms","ICMP 17228","Fungal Culture","","","Price Category: Category 1","","","","NRRL 45946","","Fusarium oxysporum Schltdl.","","","Determination","","","Fusarium oxysporum Schltdl.","","","","isolated from","isolated from Lycopersicon esculentum","TaxonName: Fusarium oxysporum","Lycopersicon esculentum","","","Determination","","","Solanum lycopersicum L.","","inside roots","","","","","","P.R. Johnston","","","1991-01-01",,,"Via, actioned by M. Cromey on 1991-01-01; Ex, actioned by P. Broadhurst on 1991-01-01","New Zealand","New Zealand","","Auckland","","Pukekohe","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","B510BED9-7507-4B97-B471-D525F69BD241","Public","",
"International Collection Of Micro-organisms","ICMP 17224","Fungal Culture","","","Price Category: Category 1","","","","NRRL 45942","","Fusarium oxysporum Schltdl.","","","Determination","","","Fusarium oxysporum Schltdl.","","","","isolated from","isolated from Ipomoea batatas","TaxonName: Fusarium oxysporum","Ipomoea batatas","","","Determination","","","Ipomoea batatas (L.) Lam.","","root","","","","","","P.R. Johnston","","","1990-08-01",,,"Via, actioned by M. Cromey on 1990-08-01; Ex, actioned by P. Broadhurst on 1990-08-01","New Zealand","New Zealand","","Northland","","Dargaville","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","505A4A42-1AE3-46BB-A976-15F24FA99F79","Public","",
"International Collection Of Micro-organisms","ICMP 17223","Fungal Culture","","","Price Category: Category 1","","","","NRRL 45941","","Fusarium oxysporum Schltdl.","","","Determination","","","Fusarium oxysporum Schltdl.","","","","isolated from","isolated from Ipomoea batatas","TaxonName: Fusarium oxysporum","Ipomoea batatas","","","Determination","","","Ipomoea batatas (L.) Lam.","","root","","","","","","P.R. Johnston","","","1990-08-01",,,"Via, actioned by M. Cromey on 1990-08-01; Ex, actioned by P. Broadhurst on 1990-08-01","New Zealand","New Zealand","","Northland","","Dargaville","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","7DBB1AB7-5003-419C-9CBA-5A6A07FED1EB","Public","",
"International Collection Of Micro-organisms","ICMP 17226","Fungal Culture","","","Price Category: Category 1","","","","NRRL 45944","","Fusarium oxysporum Schltdl.","","","Determination","","","Fusarium oxysporum Schltdl.","","","","isolated from","isolated from Cordyline sp.","TaxonName: Fusarium oxysporum","Cordyline sp.","","","Determination","","","Cordyline","cabbage tree","root","","","","","","P.R. Johnston","","","1991-01-01",,,"Via, actioned by M. Cromey on 1991-01-01; Ex, actioned by P. Broadhurst on 1991-01-01","New Zealand","New Zealand","","","","","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","8F638544-9501-4DC0-9DFF-ADBFFCFBBD28","Public","",
"International Collection Of Micro-organisms","ICMP 17222","Fungal Culture","","","Price Category: Category 1","","","","NRRL 45940","","Fusarium oxysporum Schltdl.","","","Determination","","","Fusarium oxysporum Schltdl.","","","","isolated from","isolated from Ipomoea batatas","TaxonName: Fusarium oxysporum","Ipomoea batatas","","","Determination","","","Ipomoea batatas (L.) Lam.","","root","","","","","","P.R. Johnston","","","1990-07-01",,,"Via, actioned by M. Cromey on 1990-07-01; Ex, actioned by P. Broadhurst on 1990-07-01","New Zealand","New Zealand","","Northland","","Dargaville","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","48690C9F-BC37-45CD-A59F-CB3BCF30F607","Public","",
"International Collection Of Micro-organisms","ICMP 17234","Fungal Culture","","","Price Category: Category 1","","","","NRRL 45953","","Fusarium oxysporum Schltdl.","","","Determination","","","Fusarium oxysporum Schltdl.","","","","isolated from","isolated from Cotula ","TaxonName: Fusarium oxysporum","Cotula ","","","Determination","","","Cotula","cotula (turf)","root","","","","","","P.R. Johnston","","","1991-03-01",,,"Via, actioned by M. Cromey on 1991-03-01; Ex, actioned by P. Broadhurst on 1991-03-01","New Zealand","New Zealand","","Auckland","","Glendowie","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","88A25590-5113-46EA-83AE-B70B05BFF1BC","Public","",
"International Collection Of Micro-organisms","ICMP 17505","Fungal Culture","","","Price Category: Category 1","","","","","","Phomopsis  destruens (Harter) Boerema, Loer. & Hamers","C.F. Hill","","Determination","","","Plenodomus destruens Harter","","","","isolated from","isolated from Ipomoea batatas","TaxonName: Phomopsis  destruens","Ipomoea batatas","","","Determination","","","Ipomoea batatas (L.) Lam.","","stem, root","","","","","","C.F. Hill","09/2008/2355","","2008-04-01",,,"Ex, actioned by H. M. Dance on 2008-04-01","New Zealand","New Zealand","","Northland","","Morningside, Whangarei","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","C350B66B-ADF3-4D67-918F-5C378EE35261","Public","",
"International Collection Of Micro-organisms","ICMP 1477","Bacterial Culture","","","Grade: b; Price Category: Category 1","Avirulent to: carrot, potato, swede","","","","PDDCC: PDDCC 1477","Buttiauxella Ferragut et al. 1982","B.S. Weir","","Determination","2013-08-08","Reidentification based on 16S rRNA gene sequence","Buttiauxella Ferragut et al. 1982","","","","isolated from","isolated from Brassica napus L. var. napobrassica (L.) Reichen.","TaxonName: Erwinia carotovora subsp. carotovora (Jones 1901) Bergey et al. 1923, Determiner: D.W. Dye, Date: 1964-00-00; TaxonName: Erwinia carotovora","Brassica napus L. var. napobrassica (L.) Reichen.","","","Determination","","","Brassica napus var. napobrassica (L.) Rchb.","Swede","Root neck soft rot","","","","","","D.W. Dye","EG35","","1964-01-01",,,"Ex, actioned by W.J. Kemp on 1964-01-01","New Zealand","New Zealand","","","","[Unknown]","W.J. Kemp","1964","1964-00-00","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","E7691501-EBB2-4A6D-9DD5-670D88E07AB2","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 3840","Fungal Culture","","","MPI: Restricted Culture; Price Category: Category 2","","","","","PDDCC: PDDCC 3840","Verticillium tricorpus I. Isaac","","","Determination","","","Verticillium tricorpus I. Isaac 1953","","","","isolated from","isolated from Lycopersicon esculentum Mill.","TaxonName: Verticillium tricorpus","Lycopersicon esculentum Mill.","","","Determination","","","Solanum lycopersicum L.","tomato","root","","","","","","J.B. Taylor","NZ129",,,,,"Via, actioned by IMI on ","United Kingdom","UK","","","","Fareham Hants","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","3B2F0ABC-2A05-4F02-8258-105CF3078F6C","Public","",
"International Collection Of Micro-organisms","ICMP 3841","Fungal Culture","","","MPI: Restricted Culture; Price Category: Category 2","","","","","PDDCC: PDDCC 3841","Verticillium nigrescens Pethybr.","","","Determination","","","Gibellulopsis nigrescens (Pethybr.) Zare, W. Gams & Summerb. 2007","","","","isolated from","isolated from Solanum tuberosum L.","TaxonName: Verticillium nigrescens","Solanum tuberosum L.","","","Determination","","","Solanum tuberosum L.","potato","root","","","","","","J.B. Taylor","NZ130",,,,,"Via, actioned by IMI on ","United Kingdom","UK","","","","Offham, Kent","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","5DFAAD24-1C88-4D9A-A33F-17651AA14A5E","Public","",
"International Collection Of Micro-organisms","ICMP 3835","Fungal Culture","","","Price Category: Category 1","","","","","PDDCC: PDDCC 3835","Verticillium dahliae Kleb.","","","Determination","","","Verticillium dahliae Kleb. 1913","","","","isolated from","isolated from Solanum tuberosum L.","TaxonName: Verticillium dahliae","Solanum tuberosum L.","","","Determination","","","Solanum tuberosum L.","potato","root","","","","","","J.B. Taylor","NZ124",,,,,"Ex, actioned by T. Christie on ","","","","","","[Unknown]","","","","","","","","","","","","","","Unknown",,,,,,,,,,,,,,,,,,,,,"","8FF8C32A-8AD3-4A46-B122-729FF67E39F8","Public","",
"International Collection Of Micro-organisms","ICMP 14174","Chromist Culture","","","Grade: b; Price Category: Category 1","Characterised as: identity confirmed by DNA sequence (Park); Growth Conditions: V8B for 3 days","","","","","Phytophthora cinnamomi Rands","","","Determination","","","Phytophthora cinnamomi Rands 1922","","","Soil from roots of Nothofagus solandri var. cliffortioides","","","TaxonName: Phytophthora cinnamomi",,,,,,,,,,,,,,"","R.E. Beever","","","1998-11-01",,,"Ex, actioned by I. Horner on 1998-11-01","New Zealand","New Zealand","","Buller","","Giles Creek Reefton","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","B03AC879-258C-439F-9E25-A828F0A145F0","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 14157","Chromist Culture","","","Grade: b; Price Category: Category 1","Characterised as: identity confirmed by DNA sequence (Park) and morphology","","","","","Phytophthora gonapodyides (H.E. Petersen) Buisman","","","Determination","","","Phytophthora gonapodyides (H.E. Petersen) Buisman 1927","","","","isolated from","isolated from Castanea sativa L.","TaxonName: Phytophthora gonapodyides","Castanea sativa L.","","","Determination","","","Castanea sativa Mill.","sweet chestnut","roots","","","","","","M. Braithwaite","301/159","","2000-01-01",,,"","New Zealand","New Zealand","","South Canterbury","","Geraldine","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","20F1175A-268F-431E-9906-80A07A9F9988","Public","FALSE",
